,image,ballet,ymin,ymax,staff_num,step_length,label,direction_movement,body_movement,height_movement,measure_num
0,sleepingbeauty_bluebird_1_1.png,sleepingbeauty_bluebird,1233.1680304740407,1334.0658507336345,1,0.42320459175350883,"right_support_middle, place",place,right_support,middle,1
1,sleepingbeauty_bluebird_1_1.png,sleepingbeauty_bluebird,1232.1174873024831,1331.0381983634313,1,0.41307843342342254,"place, right_support_middle",place,right_support,middle,1
2,sleepingbeauty_bluebird_1_1.png,sleepingbeauty_bluebird,1232.6003456546275,1314.8689686794582,1,0.3277914497323991,"forward, right_arm_low",forward,right_arm,low,1
3,sleepingbeauty_bluebird_1_1.png,sleepingbeauty_bluebird,1237.5659565462754,1313.9424026523702,1,0.2976134927288748,"forward, left_arm_low",forward,left_arm,low,1
4,sleepingbeauty_bluebird_1_1.png,sleepingbeauty_bluebird,1265.7544441309255,1303.456546275395,1,0.09953514149976286,"backward, right_hand_low",backward,right_hand,low,1
5,sleepingbeauty_bluebird_1_1.png,sleepingbeauty_bluebird,1271.7771233069975,1302.9475874717832,1,0.06608205737957765,"backward, left_hand_low",backward,left_hand,low,1
6,sleepingbeauty_bluebird_1_1.png,sleepingbeauty_bluebird,1132.8444201467266,1232.404592268623,1,0.4163535605400846,"place, right_support_low",place,right_support,low,1
7,sleepingbeauty_bluebird_1_1.png,sleepingbeauty_bluebird,1134.0711413656884,1232.2088388826185,1,0.4090680736887347,"place, left_support_low",place,left_support,low,1
8,sleepingbeauty_bluebird_1_1.png,sleepingbeauty_bluebird,1130.0255713882618,1212.0462401241534,1,0.326521502483081,"forward, left_arm_high",forward,left_arm,high,2
9,sleepingbeauty_bluebird_1_1.png,sleepingbeauty_bluebird,1134.7432279909704,1211.3350028216705,1,0.29871634165591576,"forward, right_arm_high",forward,right_arm,high,2
10,sleepingbeauty_bluebird_1_1.png,sleepingbeauty_bluebird,1033.701855248307,1196.5295217268624,1,0.7403906271028423,"forward, left_body_high",forward,left_body,high,2
11,sleepingbeauty_bluebird_1_1.png,sleepingbeauty_bluebird,1034.9938275959366,1133.1184748871333,1,0.40900123435982433,"forward, left_support_middle",forward,left_support,middle,2
12,sleepingbeauty_bluebird_1_1.png,sleepingbeauty_bluebird,1031.7182209367945,1122.528216704289,1,0.37153779050495006,"place, left_arm_high",place,left_arm,high,2
13,sleepingbeauty_bluebird_1_1.png,sleepingbeauty_bluebird,1031.033084085779,1122.019257900677,1,0.372440121445253,"place, right_arm_high",place,right_arm,high,2
14,sleepingbeauty_bluebird_1_1.png,sleepingbeauty_bluebird,834.0453460620524,942.1022896778044,1,0.45987146713840776,"place, left_support_low",place,left_support,low,2
15,sleepingbeauty_bluebird_1_1.png,sleepingbeauty_bluebird,834.1764245226732,937.3696673627684,1,0.4349610554331757,"right_support_low, backward",backward,right_support,low,2
16,sleepingbeauty_bluebird_1_1.png,sleepingbeauty_bluebird,729.1066900357996,925.4415274463008,1,0.9120042730676581,"forward, left_arm_low",forward,left_arm,low,2
17,sleepingbeauty_bluebird_1_1.png,sleepingbeauty_bluebird,731.1487544749402,922.2749477923628,1,0.8853271654968096,"right_arm_low, forward",forward,right_arm,low,2
18,sleepingbeauty_bluebird_1_1.png,sleepingbeauty_bluebird,733.6875372911694,835.8942422434368,1,0.4299083052575068,"place, right_support_middle",place,right_support,middle,2
19,sleepingbeauty_bluebird_1_1.png,sleepingbeauty_bluebird,730.0380369928401,815.5977774463008,1,0.3446475627827268,"backward_diagonal, head_high",backward_diagonal,head,high,3
20,sleepingbeauty_bluebird_1_1.png,sleepingbeauty_bluebird,550.4605459427207,639.5663036992839,1,0.3628091962812911,"left, left_arm_middle",left,left_arm,middle,3
21,sleepingbeauty_bluebird_1_1.png,sleepingbeauty_bluebird,549.7499627088306,635.3303997613366,1,0.3447535645346638,"right, right_arm_middle",right,right_arm,middle,3
22,sleepingbeauty_bluebird_1_1.png,sleepingbeauty_bluebird,596.4214164785552,633.549308690745,1,0.09659421102765911,"left_support_high, forward",forward,left_support,high,3
23,sleepingbeauty_bluebird_1_1.png,sleepingbeauty_bluebird,553.4731235891646,599.4621190744921,1,0.14197811535854055,"right, right_leg_middle",right,right_leg,middle,3
25,sleepingbeauty_bluebird_1_1.png,sleepingbeauty_bluebird,476.5420428893905,539.1439757336343,1,0.22706458106282876,"right_leg_low, left",left,right_leg,low,3
26,sleepingbeauty_bluebird_1_1.png,sleepingbeauty_bluebird,479.1129373589165,536.0771726862304,1,0.19818999097307832,"right, right_leg_middle",right,right_leg,middle,3
27,sleepingbeauty_bluebird_1_1.png,sleepingbeauty_bluebird,467.09464498806676,519.9606578162291,1,0.17720012863934423,"right_arm_low, forward",forward,right_arm,low,3
28,sleepingbeauty_bluebird_1_1.png,sleepingbeauty_bluebird,466.1563991646778,519.360456443914,1,0.17893149058765068,"head_middle, left",left,head,middle,3
29,sleepingbeauty_bluebird_1_1.png,sleepingbeauty_bluebird,472.66203013126494,517.6357398568019,1,0.13677812723397823,"left, right_hand_high",left,right_hand,high,3
30,sleepingbeauty_bluebird_1_1.png,sleepingbeauty_bluebird,471.7982858352145,509.54606376975164,1,0.09976907915095239,"left_hand_high, left",left,left_hand,high,3
32,sleepingbeauty_bluebird_1_1.png,sleepingbeauty_bluebird,225.93097404534612,434.03527744630065,1,0.9722839360025824,"left_arm_middle, left",left,left_arm,middle,4
33,sleepingbeauty_bluebird_1_1.png,sleepingbeauty_bluebird,398.2341633747178,424.2954641647855,1,0.039914460110740256,"right_support_high, forward",forward,right_support,high,4
34,sleepingbeauty_bluebird_1_1.png,sleepingbeauty_bluebird,362.12149463007165,421.25167810262525,1,0.2092833255589873,"right, head_high",right,head,high,4
35,sleepingbeauty_bluebird_1_1.png,sleepingbeauty_bluebird,233.25757010739858,414.9875074582339,1,0.8372023701173433,"left, right_arm_middle",left,right_arm,middle,4
36,sleepingbeauty_bluebird_1_1.png,sleepingbeauty_bluebird,371.820506489842,406.1099746049662,1,0.08205665698941629,"place, left_support_high",place,left_support,high,4
38,sleepingbeauty_bluebird_1_1.png,sleepingbeauty_bluebird,334.5164362302483,363.41616111738153,1,0.05445201414898308,"right_support_high, forward",forward,right_support,high,4
39,sleepingbeauty_bluebird_1_1.png,sleepingbeauty_bluebird,302.54338318284425,340.05625705417606,1,0.09856597123054639,"place, left_support_high",place,left_support,high,4
40,sleepingbeauty_bluebird_1_1.png,sleepingbeauty_bluebird,265.4089658577878,293.34297404063204,1,0.04950590380953483,"right_support_high, forward",forward,right_support,high,4
41,sleepingbeauty_bluebird_1_1.png,sleepingbeauty_bluebird,233.50116393905196,267.9341845372461,1,0.08279188960744194,"place, left_support_high",place,left_support,high,4
42,sleepingbeauty_bluebird_1_1.png,sleepingbeauty_bluebird,198.70926213318282,237.96434113995483,1,0.10748902164022642,"right_support_high, forward",forward,right_support,high,4
43,sleepingbeauty_bluebird_1_1.png,sleepingbeauty_bluebird,165.70387082338902,235.59628579952263,1,0.26440423656630485,"right, right_arm_middle",right,right_arm,middle,4
44,sleepingbeauty_bluebird_1_1.png,sleepingbeauty_bluebird,161.77059819413094,195.25095231376977,1,0.07791261859690536,"left, left_leg_middle",left,left_leg,middle,4
46,sleepingbeauty_bluebird_1_1.png,sleepingbeauty_bluebird,71.5413374717833,141.3013191309255,1,0.26372595297076434,"left_leg_middle, left",left,left_leg,middle,4
47,sleepingbeauty_bluebird_1_1.png,sleepingbeauty_bluebird,69.00306856659142,140.72710919864562,1,0.2737852719719393,"right, left_leg_low",right,left_leg,low,4
48,sleepingbeauty_bluebird_1_1.png,sleepingbeauty_bluebird,70.26894046275396,121.60200338600453,1,0.16934882054778277,"forward, left_arm_low",forward,left_arm,low,4
49,sleepingbeauty_bluebird_1_1.png,sleepingbeauty_bluebird,72.6114559819413,119.67709509029345,1,0.1474923599937353,"forward, left_hand_high",forward,left_hand,high,4
50,sleepingbeauty_bluebird_1_1.png,sleepingbeauty_bluebird,69.0783487470167,106.67717034606206,1,0.09900616962704098,"place, right_hand_high",place,right_hand,high,4
52,sleepingbeauty_bluebird_1_2.png,sleepingbeauty_bluebird,1044.0137027370204,1250.787686935666,2,0.9654704413906702,"right, right_arm_middle",right,right_arm,middle,5
53,sleepingbeauty_bluebird_1_2.png,sleepingbeauty_bluebird,1208.822763826185,1238.3775571388262,2,0.05780707749008585,"left_support_high, forward",forward,left_support,high,5
54,sleepingbeauty_bluebird_1_2.png,sleepingbeauty_bluebird,1046.3550190462754,1225.915526241535,2,0.8260912017223592,"right, left_arm_middle",right,left_arm,middle,5
55,sleepingbeauty_bluebird_1_2.png,sleepingbeauty_bluebird,1178.8469949209932,1220.8811194977427,2,0.12172245673192214,"left, head_high",left,head,high,5
56,sleepingbeauty_bluebird_1_2.png,sleepingbeauty_bluebird,1182.4166372742666,1214.4223158860045,2,0.07035977442990932,"place, right_support_high",place,right_support,high,5
57,sleepingbeauty_bluebird_1_2.png,sleepingbeauty_bluebird,1141.305198927765,1173.1551742381494,2,0.06956230897726524,"left_support_high, forward",forward,left_support,high,5
59,sleepingbeauty_bluebird_1_2.png,sleepingbeauty_bluebird,1115.5853202595938,1147.1181221783295,2,0.06793784231446079,"place, right_support_high",place,right_support,high,5
60,sleepingbeauty_bluebird_1_2.png,sleepingbeauty_bluebird,1081.1056891930023,1113.1113678047404,2,0.07035977442991048,"left_support_high, forward",forward,left_support,high,5
61,sleepingbeauty_bluebird_1_2.png,sleepingbeauty_bluebird,1063.3324456828443,1084.3466245767495,2,0.014064620624485361,"place, right_support_high",place,right_support,high,5
62,sleepingbeauty_bluebird_1_2.png,sleepingbeauty_bluebird,1010.8258323927763,1050.8761815744922,2,0.11156215615004193,"left_support_high, forward",forward,left_support,high,5
63,sleepingbeauty_bluebird_1_2.png,sleepingbeauty_bluebird,993.7273031884876,1030.2599111173815,2,0.09354534407170431,"forward, left_arm_middle",forward,left_arm,middle,5
64,sleepingbeauty_bluebird_1_2.png,sleepingbeauty_bluebird,989.8866217550791,1028.6682773702032,2,0.10506428949883688,"right_arm_middle, forward",forward,right_arm,middle,5
65,sleepingbeauty_bluebird_1_2.png,sleepingbeauty_bluebird,991.8819307279911,1024.1874823645599,2,0.07189563382019447,"right_leg_middle, backward",backward,right_leg,middle,5
67,sleepingbeauty_bluebird_1_2.png,sleepingbeauty_bluebird,953.2675119920993,981.317173391648,2,0.05009824478115886,"place, left_arm_high",place,left_arm,high,5
68,sleepingbeauty_bluebird_1_2.png,sleepingbeauty_bluebird,913.4247672121896,957.1024266365688,2,0.1301401476209803,"forward, left_arm_middle",forward,left_arm,middle,5
69,sleepingbeauty_bluebird_1_2.png,sleepingbeauty_bluebird,915.4143093961626,945.3266436230248,2,0.059638294455424304,"right_arm_middle, backward",backward,right_arm,middle,5
70,sleepingbeauty_bluebird_1_2.png,sleepingbeauty_bluebird,916.1120908577877,944.5308267494356,2,0.051988533261508436,"right_leg_middle, backward",backward,right_leg,middle,5
72,sleepingbeauty_bluebird_1_2.png,sleepingbeauty_bluebird,781.169229683973,856.252821670429,2,0.2909918829957678,"place, right_arm_low",place,right_arm,low,5
73,sleepingbeauty_bluebird_1_2.png,sleepingbeauty_bluebird,808.8844173250565,836.1728625846501,2,0.0461995247904363,"right_support_high, forward",forward,right_support,high,6
74,sleepingbeauty_bluebird_1_2.png,sleepingbeauty_bluebird,781.7113078442437,833.5778075620767,2,0.1720809232787476,"left_arm_middle, forward_diagonal",forward_diagonal,left_arm,middle,6
75,sleepingbeauty_bluebird_1_2.png,sleepingbeauty_bluebird,784.0295569977428,825.0256595654628,2,0.11640602038093667,"left_hand_middle, forward_diagonal",forward_diagonal,left_hand,middle,6
76,sleepingbeauty_bluebird_1_2.png,sleepingbeauty_bluebird,778.620308972912,813.9591915914223,2,0.08743144226807244,"left_support_high, place",place,left_support,high,6
77,sleepingbeauty_bluebird_1_2.png,sleepingbeauty_bluebird,659.1555093115123,790.3730248306998,2,0.5784929465540088,"forward_diagonal, left_arm_middle",forward_diagonal,left_arm,middle,6
78,sleepingbeauty_bluebird_1_2.png,sleepingbeauty_bluebird,742.174202878104,773.5801354401807,2,0.06728805564934133,"left, head_high",left,head,high,6
79,sleepingbeauty_bluebird_1_2.png,sleepingbeauty_bluebird,740.9862443566592,772.8016189334088,2,0.06938509443223072,"right_support_high, forward",forward,right_support,high,6
80,sleepingbeauty_bluebird_1_2.png,sleepingbeauty_bluebird,724.6662316591423,768.1708874153499,2,0.12925407489581575,"forward_diagonal, right_arm_middle",forward_diagonal,right_arm,middle,6
81,sleepingbeauty_bluebird_1_2.png,sleepingbeauty_bluebird,727.0133147573364,763.0384452595938,2,0.09094619741122299,"place, right_hand_high",place,right_hand,high,6
82,sleepingbeauty_bluebird_1_2.png,sleepingbeauty_bluebird,712.6597770880362,747.4911822799098,2,0.08483229560759054,"left_support_high, place",place,left_support,high,6
84,sleepingbeauty_bluebird_1_2.png,sleepingbeauty_bluebird,660.7067755361172,726.9268129232504,2,0.24559542370986104,"right_arm_middle, forward_diagonal",forward_diagonal,right_arm,middle,6
85,sleepingbeauty_bluebird_1_2.png,sleepingbeauty_bluebird,681.9977602990971,703.2945118510157,2,0.01551187274225296,"right_support_high, forward",forward,right_support,high,6
86,sleepingbeauty_bluebird_1_2.png,sleepingbeauty_bluebird,664.4609551354401,686.0402793453725,2,0.016959124860021723,"left_support_high, place",place,left_support,high,6
87,sleepingbeauty_bluebird_1_2.png,sleepingbeauty_bluebird,613.465240547404,642.3856870767494,2,0.05455814416448391,"right_support_high, forward",forward,right_support,high,6
88,sleepingbeauty_bluebird_1_2.png,sleepingbeauty_bluebird,582.2669123871333,629.6872178329571,2,0.1493088542420299,"forward, right_arm_middle",forward,right_arm,middle,6
89,sleepingbeauty_bluebird_1_2.png,sleepingbeauty_bluebird,585.7673532731377,627.3113007900678,2,0.11921191734395721,"forward, left_arm_middle",forward,left_arm,middle,6
90,sleepingbeauty_bluebird_1_2.png,sleepingbeauty_bluebird,581.4364947799097,618.9609904063205,2,0.0986254943626447,"forward, left_leg_middle",forward,left_leg,middle,6
92,sleepingbeauty_bluebird_1_2.png,sleepingbeauty_bluebird,547.0318319695259,579.2335814051917,2,0.07136399018509552,"place, right_arm_high",place,right_arm,high,6
93,sleepingbeauty_bluebird_1_2.png,sleepingbeauty_bluebird,503.9827525395034,545.0768905191874,2,0.11690812825853035,"forward, right_arm_middle",forward,right_arm,middle,6
94,sleepingbeauty_bluebird_1_2.png,sleepingbeauty_bluebird,503.7001798814899,538.814157731377,2,0.08627954772535842,"backward, left_leg_middle",backward,left_leg,middle,6
95,sleepingbeauty_bluebird_1_2.png,sleepingbeauty_bluebird,508.4577807562077,533.3126410835215,2,0.033735435123128356,"backward, left_arm_middle",backward,left_arm,middle,6
96,sleepingbeauty_bluebird_1_2.png,sleepingbeauty_bluebird,507.8868686512415,528.9241147009029,2,0.01418276365450732,"left_hand_low, place",place,left_hand,low,6
97,sleepingbeauty_bluebird_1_2.png,sleepingbeauty_bluebird,508.5385158013544,527.0556750846501,2,0.0012756376246173973,"place, right_hand_high",place,right_hand,high,6
99,sleepingbeauty_bluebird_1_2.png,sleepingbeauty_bluebird,388.64120696952597,451.7125775959368,2,0.22946890011187474,"place, left_arm_low",place,left_arm,low,6
100,sleepingbeauty_bluebird_1_2.png,sleepingbeauty_bluebird,406.6624224040632,432.36500070541763,2,0.038077191476432314,"left_support_high, forward",forward,left_support,high,7
101,sleepingbeauty_bluebird_1_2.png,sleepingbeauty_bluebird,385.988484057562,425.9350310383747,2,0.11103051251494211,"forward_diagonal, right_hand_middle",forward_diagonal,right_hand,middle,7
102,sleepingbeauty_bluebird_1_2.png,sleepingbeauty_bluebird,384.316115265237,425.6812923250565,2,0.11829630886128799,"forward_diagonal, right_arm_middle",forward_diagonal,right_arm,middle,7
103,sleepingbeauty_bluebird_1_2.png,sleepingbeauty_bluebird,378.2321529345372,408.092586060948,2,0.05937247263787541,"place, right_support_high",place,right_support,high,7
104,sleepingbeauty_bluebird_1_2.png,sleepingbeauty_bluebird,250.12293665349887,381.9459650112867,2,0.5815942010920827,"right_arm_middle, forward_diagonal",forward_diagonal,right_arm,middle,7
105,sleepingbeauty_bluebird_1_2.png,sleepingbeauty_bluebird,327.47287669300226,371.865617945824,2,0.13380258155165922,"forward_diagonal, left_arm_middle",forward_diagonal,left_arm,middle,7
106,sleepingbeauty_bluebird_1_2.png,sleepingbeauty_bluebird,339.1679246613995,371.6695471218961,2,0.07289984957538038,"right, head_high",right,head,high,7
